COUNTRY,amount,year,UNIT_TYPE_DESCR
KY,53707957,2010,"AAU - Assigned Amount Unit"
MY,4242763,2010,"AAU - Assigned Amount Unit"
HR,14301127,2008,"AAU - Assigned Amount Unit"
AE,145438793,2009,"AAU - Assigned Amount Unit"
JP,1389841,2012,"AAU - Assigned Amount Unit"
SG,51444602,2009,"AAU - Assigned Amount Unit"
SC,7189198,2009,"AAU - Assigned Amount Unit"
CA,336124,2011,"AAU - Assigned Amount Unit"
BM,8761841,2011,"AAU - Assigned Amount Unit"
LB,3772669,2010,"AAU - Assigned Amount Unit"
US,88336119,2008,"AAU - Assigned Amount Unit"
AE,9123739,2011,"AAU - Assigned Amount Unit"
JP,1496657,2008,"AAU - Assigned Amount Unit"
JP,1283733,2009,"AAU - Assigned Amount Unit"
JP,1172990,2010,"AAU - Assigned Amount Unit"
AE,206650460,2010,"AAU - Assigned Amount Unit"
AE,7021048,2012,"AAU - Assigned Amount Unit"
LB,70498971,2009,"AAU - Assigned Amount Unit"
IM,1300137,2009,"AAU - Assigned Amount Unit"
IM,102373,2010,"AAU - Assigned Amount Unit"
IM,53788,2012,"AAU - Assigned Amount Unit"
TR,4418552,2010,"AAU - Assigned Amount Unit"
TR,2160836,2011,"AAU - Assigned Amount Unit"
JE,4433365,2009,"AAU - Assigned Amount Unit"
US,79764171,2011,"AAU - Assigned Amount Unit"
MT,94000,2010,"AAU - Assigned Amount Unit"
BS,7650809,2011,"AAU - Assigned Amount Unit"
AU,354280,2008,"AAU - Assigned Amount Unit"
AU,586493,2009,"AAU - Assigned Amount Unit"
BS,20218104,2010,"AAU - Assigned Amount Unit"
JE,9418487,2011,"AAU - Assigned Amount Unit"
IM,77138,2011,"AAU - Assigned Amount Unit"
SG,24149313,2010,"AAU - Assigned Amount Unit"
KR,3291323,2010,"AAU - Assigned Amount Unit"
BS,4480132,2008,"AAU - Assigned Amount Unit"
TH,328991,2011,"AAU - Assigned Amount Unit"
HK,8614791,2008,"AAU - Assigned Amount Unit"
KY,3196568,2011,"AAU - Assigned Amount Unit"
JE,2153269,2010,"AAU - Assigned Amount Unit"
SC,2334290,2010,"AAU - Assigned Amount Unit"
SC,226450,2011,"AAU - Assigned Amount Unit"
HK,3378978,2012,"AAU - Assigned Amount Unit"
PK,45119,2011,"AAU - Assigned Amount Unit"
AU,197428,2010,"AAU - Assigned Amount Unit"
SG,10136148,2011,"AAU - Assigned Amount Unit"
BM,8603930,2012,"AAU - Assigned Amount Unit"
MY,892037,2012,"AAU - Assigned Amount Unit"
CA,155493,2012,"AAU - Assigned Amount Unit"
SG,9934686,2012,"AAU - Assigned Amount Unit"
SC,3158455,2012,"AAU - Assigned Amount Unit"
BM,8725202,2010,"AAU - Assigned Amount Unit"
CA,1348068,2008,"AAU - Assigned Amount Unit"
CN,82251001,2009,"AAU - Assigned Amount Unit"
VG,38409675,2009,"AAU - Assigned Amount Unit"
MU,300000,2009,"AAU - Assigned Amount Unit"
AU,4803664,2012,"AAU - Assigned Amount Unit"
BM,8259412,2009,"AAU - Assigned Amount Unit"
TC,8599940,2010,"AAU - Assigned Amount Unit"
KR,678000,2009,"AAU - Assigned Amount Unit"
KR,1423290,2011,"AAU - Assigned Amount Unit"
GI,17038100,2009,"AAU - Assigned Amount Unit"
SG,14946214,2008,"AAU - Assigned Amount Unit"
KR,5677000,2008,"AAU - Assigned Amount Unit"
MX,57700,2010,"AAU - Assigned Amount Unit"
TR,530041,2008,"AAU - Assigned Amount Unit"
TH,3624000,2009,"AAU - Assigned Amount Unit"
PK,21327139,2009,"AAU - Assigned Amount Unit"
VG,2446687,2010,"AAU - Assigned Amount Unit"
BZ,276005,2010,"AAU - Assigned Amount Unit"
ID,4053000,2009,"AAU - Assigned Amount Unit"
NZ,1701000,2010,"AAU - Assigned Amount Unit"
MY,10366883,2009,"AAU - Assigned Amount Unit"
ME,197296,2010,"AAU - Assigned Amount Unit"
TW,958003,2010,"AAU - Assigned Amount Unit"
CA,17916008,2010,"AAU - Assigned Amount Unit"
IN,1009820,2009,"AAU - Assigned Amount Unit"
AI,81000,2010,"AAU - Assigned Amount Unit"
KR,305601,2012,"AAU - Assigned Amount Unit"
CA,2028633,2009,"AAU - Assigned Amount Unit"
BS,2134576,2012,"AAU - Assigned Amount Unit"
LB,4144809,2008,"AAU - Assigned Amount Unit"
TC,488585,2009,"AAU - Assigned Amount Unit"
CN,373581,2010,"AAU - Assigned Amount Unit"
PK,521139,2010,"AAU - Assigned Amount Unit"
PK,6564675,2008,"AAU - Assigned Amount Unit"
TR,2163797,2009,"AAU - Assigned Amount Unit"
AU,5799838,2011,"AAU - Assigned Amount Unit"
AN,200000,2009,"AAU - Assigned Amount Unit"
MY,2699436,2008,"AAU - Assigned Amount Unit"
KN,1321357,2010,"AAU - Assigned Amount Unit"
IN,153000,2010,"AAU - Assigned Amount Unit"
JE,1067015,2008,"AAU - Assigned Amount Unit"
KY,7108228,2009,"AAU - Assigned Amount Unit"
SC,542945,2008,"AAU - Assigned Amount Unit"
BB,13260,2008,"AAU - Assigned Amount Unit"
KY,2164082,2008,"AAU - Assigned Amount Unit"
TR,105621,2012,"AAU - Assigned Amount Unit"
AE,6117502,2008,"AAU - Assigned Amount Unit"
HR,16370868,2009,"AAU - Assigned Amount Unit"
TC,34085,2011,"AAU - Assigned Amount Unit"
VG,42526,2011,"AAU - Assigned Amount Unit"
VG,49452,2012,"AAU - Assigned Amount Unit"
HR,13693611,2011,"AAU - Assigned Amount Unit"
ME,144282,2009,"AAU - Assigned Amount Unit"
ZA,25074,2011,"AAU - Assigned Amount Unit"
BB,75294,2009,"AAU - Assigned Amount Unit"
HR,158528868,2012,"AAU - Assigned Amount Unit"
LB,2146481,2012,"AAU - Assigned Amount Unit"
ME,225947,2008,"AAU - Assigned Amount Unit"
LU,73024,2014,"tCER - Temporary CER"
IT,60818,2014,"tCER - Temporary CER"
LI,46451,2014,"tCER - Temporary CER"
LV,73024,2014,"tCER - Temporary CER"
ES,1309888,2015,"tCER - Temporary CER"
US,24666,2013,"tCER - Temporary CER"
DE,667510,2012,"tCER - Temporary CER"
IT,164021,2012,"tCER - Temporary CER"
BE,2472322,2015,"tCER - Temporary CER"
PT,1250341,2015,"tCER - Temporary CER"
PL,1250341,2015,"tCER - Temporary CER"
FR,1250341,2015,"tCER - Temporary CER"
SK,1250341,2015,"tCER - Temporary CER"
CZ,1278701,2015,"tCER - Temporary CER"
AE,824000,2013,"ERU - Emission Reduction Unit"
IL,18875,2013,"ERU - Emission Reduction Unit"
IM,4,2015,"ERU - Emission Reduction Unit"
TR,655,2015,"ERU - Emission Reduction Unit"
IS,20000,2012,"ERU - Emission Reduction Unit"
SA,46,2013,"ERU - Emission Reduction Unit"
VG,27,2013,"ERU - Emission Reduction Unit"
KY,112,2013,"ERU - Emission Reduction Unit"
GR,48230,2018,"ERU - Emission Reduction Unit"
IE,524420,2018,"ERU - Emission Reduction Unit"
EE,46387,2018,"ERU - Emission Reduction Unit"
LT,48230,2018,"ERU - Emission Reduction Unit"
LV,48230,2018,"ERU - Emission Reduction Unit"
LI,5890,2018,"ERU - Emission Reduction Unit"
BG,48230,2018,"ERU - Emission Reduction Unit"
US,269,2016,"ERU - Emission Reduction Unit"
BM,11743,2011,"ERU - Emission Reduction Unit"
JP,13617,2011,"ERU - Emission Reduction Unit"
KN,253,2011,"ERU - Emission Reduction Unit"
AE,440098,2012,"ERU - Emission Reduction Unit"
MY,392239,2012,"ERU - Emission Reduction Unit"
AE,2703,2009,"ERU - Emission Reduction Unit"
CA,98000,2012,"ERU - Emission Reduction Unit"
SI,639875,2016,"ERU - Emission Reduction Unit"
MY,425,2014,"ERU - Emission Reduction Unit"
CN,13313,2012,"ERU - Emission Reduction Unit"
LB,216253,2012,"ERU - Emission Reduction Unit"
IS,148425,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,57986,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
FO,6769,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,185,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
ET,566,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CV,419,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
ID,203,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
SA,6,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
IR,2634,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,7000,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
RU,105824,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
ME,37,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
FO,646,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SA,13,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,57549,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,85558,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,193529,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
CY,10477,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
SC,558955,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
AU,29406,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
SC,309350,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,761459,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
BM,1296616,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,194575,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
JP,55599,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
MX,1943927,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,285110,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,48978,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,2247394,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,187148,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,36965,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,37000,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,26620,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
CN,72326,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,226940,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
VG,9598,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,90732,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,800000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
MT,950000,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
TH,175000,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,1060000,2008,"CER - Certified Emission Reduction Unit converted from an AAU"
PT,59860,2017,"ERU - Converted from an RMU"
SE,29930,2017,"ERU - Converted from an RMU"
LV,42687,2017,"ERU - Converted from an RMU"
LU,42687,2017,"ERU - Converted from an RMU"
FR,29930,2017,"ERU - Converted from an RMU"
ES,59860,2017,"ERU - Converted from an RMU"
GR,42687,2017,"ERU - Converted from an RMU"
SI,29930,2017,"ERU - Converted from an RMU"
BG,42687,2017,"ERU - Converted from an RMU"
LT,42687,2017,"ERU - Converted from an RMU"
IT,29930,2017,"ERU - Converted from an RMU"
PL,29930,2017,"ERU - Converted from an RMU"
AT,42687,2017,"ERU - Converted from an RMU"
LI,29930,2017,"ERU - Converted from an RMU"
DK,42687,2017,"ERU - Converted from an RMU"
DE,29930,2017,"ERU - Converted from an RMU"
IE,42687,2017,"ERU - Converted from an RMU"
EE,42687,2017,"ERU - Converted from an RMU"
HU,42687,2017,"ERU - Converted from an RMU"
,42687,2017,"ERU - Converted from an RMU"
NL,85374,2017,"ERU - Converted from an RMU"
FI,42687,2017,"ERU - Converted from an RMU"
NO,42687,2017,"ERU - Converted from an RMU"
CZ,29930,2017,"ERU - Converted from an RMU"
AE,40678,2017,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,26208,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
BS,1034306,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
BR,6942,2012,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,35067,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,156819,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
CH,68714,2015,"ERU - Converted from an RMU"
SE,232224168,2015,"RMU - Removal Unit"
LV,194085120,2015,"RMU - Removal Unit"
LU,38317801,2015,"RMU - Removal Unit"
ES,268170285,2015,"RMU - Removal Unit"
GR,198093647,2015,"RMU - Removal Unit"
SI,50663411,2015,"RMU - Removal Unit"
BG,180490550,2015,"RMU - Removal Unit"
LT,185208376,2015,"RMU - Removal Unit"
IT,132379781,2015,"RMU - Removal Unit"
PL,224517556,2015,"RMU - Removal Unit"
AT,197977395,2015,"RMU - Removal Unit"
LI,28142259,2015,"RMU - Removal Unit"
DK,217082212,2015,"RMU - Removal Unit"
EE,147997580,2015,"RMU - Removal Unit"
HU,206012491,2015,"RMU - Removal Unit"
,273844051,2015,"RMU - Removal Unit"
NL,272370618,2015,"RMU - Removal Unit"
FI,228572953,2015,"RMU - Removal Unit"
NO,67444001,2015,"RMU - Removal Unit"
CZ,200322867,2015,"RMU - Removal Unit"
DK,1038331,2014,"RMU - Removal Unit"
GB,222832987,2015,"RMU - Removal Unit"
SK,153606946,2015,"RMU - Removal Unit"
RO,86252220,2015,"RMU - Removal Unit"
BG,383,2014,"RMU - Removal Unit"
AT,383,2014,"RMU - Removal Unit"
LI,383,2014,"RMU - Removal Unit"
GB,383,2014,"RMU - Removal Unit"
,383,2014,"RMU - Removal Unit"
CY,383,2014,"RMU - Removal Unit"
EE,383,2014,"RMU - Removal Unit"
HU,383,2014,"RMU - Removal Unit"
LT,383,2014,"RMU - Removal Unit"
LV,383,2014,"RMU - Removal Unit"
FI,383,2014,"RMU - Removal Unit"
NL,383,2014,"RMU - Removal Unit"
CY,118870561,2015,"RMU - Removal Unit"
JP,985447,2012,"Non-Kyoto Unit"
TR,31863,2019,"Non-Kyoto Unit"
EG,3404,2015,"Non-Kyoto Unit"
AE,2492,2015,"Non-Kyoto Unit"
MT,1583361,2014,"Non-Kyoto Unit"
MT,39954,2013,"Non-Kyoto Unit"
BR,16,2012,"Non-Kyoto Unit"
MT,2355513,2012,"Non-Kyoto Unit"
SA,836,2012,"Non-Kyoto Unit"
MY,1386266,2013,"Non-Kyoto Unit"
GL,40063,2013,"Non-Kyoto Unit"
LB,37,2018,"Non-Kyoto Unit"
DZ,165,2017,"Non-Kyoto Unit"
JP,13042,2014,"Non-Kyoto Unit"
JP,7532,2018,"Non-Kyoto Unit"
JP,6532,2019,"Non-Kyoto Unit"
SA,6668,2019,"Non-Kyoto Unit"
TR,46683,2016,"Non-Kyoto Unit"
TN,14635,2015,"Non-Kyoto Unit"
TW,7157,2015,"Non-Kyoto Unit"
TW,7157,2019,"Non-Kyoto Unit"
TH,338,2017,"Non-Kyoto Unit"
BY,177,2015,"Non-Kyoto Unit"
KZ,389,2015,"Non-Kyoto Unit"
RS,1395,2015,"Non-Kyoto Unit"
GL,474,2015,"Non-Kyoto Unit"
GL,158,2019,"Non-Kyoto Unit"
IL,13795,2019,"Non-Kyoto Unit"
MY,3630,2015,"Non-Kyoto Unit"
MY,1085,2017,"Non-Kyoto Unit"
ET,50781,2015,"Non-Kyoto Unit"
IR,18935,2016,"Non-Kyoto Unit"
SA,8577,2018,"Non-Kyoto Unit"
GG,259,2015,"Non-Kyoto Unit"
GG,312,2017,"Non-Kyoto Unit"
FO,3754,2019,"Non-Kyoto Unit"
PK,6528,2016,"Non-Kyoto Unit"
LU,300000000,2011,"Non-Kyoto Unit"
BY,62,2017,"Non-Kyoto Unit"
SG,5357855,2013,"Non-Kyoto Unit"
BR,802,2016,"Non-Kyoto Unit"
AL,33930,2013,"Non-Kyoto Unit"
HK,552,2016,"Non-Kyoto Unit"
VG,1792,2018,"Non-Kyoto Unit"
VG,491,2017,"Non-Kyoto Unit"
MD,2200,2017,"Non-Kyoto Unit"
IM,2973,2017,"Non-Kyoto Unit"
IM,3453,2018,"Non-Kyoto Unit"
MC,187,2013,"Non-Kyoto Unit"
AE,438,2018,"Non-Kyoto Unit"
GG,118,2016,"Non-Kyoto Unit"
CA,197,2016,"Non-Kyoto Unit"
CA,382,2017,"Non-Kyoto Unit"
BB,188,2019,"Non-Kyoto Unit"
VN,168,2019,"Non-Kyoto Unit"
DZ,122,2019,"Non-Kyoto Unit"
BY,53,2019,"Non-Kyoto Unit"
PK,7800,2019,"Non-Kyoto Unit"
CV,185,2019,"Non-Kyoto Unit"
TM,165,2016,"Non-Kyoto Unit"
TN,803,2013,"Non-Kyoto Unit"
IR,155525,2013,"Non-Kyoto Unit"
NZ,7,2015,"Non-Kyoto Unit"
NZ,25,2017,"Non-Kyoto Unit"
LI,8406,2018,"Non-Kyoto Unit"
LI,3942,2014,"Non-Kyoto Unit"
LI,1180,2019,"Non-Kyoto Unit"
KY,3644408,2017,"Non-Kyoto Unit"
KY,2734002,2012,"Non-Kyoto Unit"
,4229290,2009,"Non-Kyoto Unit"
BM,12001213,2005,"Non-Kyoto Unit"
PK,2911,2008,"Non-Kyoto Unit"
TH,187000,2005,"Non-Kyoto Unit"
TH,149557,2008,"Non-Kyoto Unit"
MT,8525316,2006,"Non-Kyoto Unit"
CN,64920,2008,"Non-Kyoto Unit"
LB,157623,2008,"Non-Kyoto Unit"
CN,186409,2007,"Non-Kyoto Unit"
JP,1014188,2005,"Non-Kyoto Unit"
BB,233424,2005,"Non-Kyoto Unit"
KN,52111,2005,"Non-Kyoto Unit"
PH,114086,2007,"Non-Kyoto Unit"
IM,18315,2005,"Non-Kyoto Unit"
VG,488769,2006,"Non-Kyoto Unit"
TH,1543964,2006,"Non-Kyoto Unit"
NZ,43052,2007,"Non-Kyoto Unit"
MT,4896516,2005,"Non-Kyoto Unit"
ME,195917,2005,"Non-Kyoto Unit"
PK,47068,2005,"Non-Kyoto Unit"
,3,2018,"AAU - Assigned Amount Unit"
GB,3,2018,"AAU - Assigned Amount Unit"
NL,2,2018,"AAU - Assigned Amount Unit"
SE,2,2018,"AAU - Assigned Amount Unit"
GR,1,2018,"AAU - Assigned Amount Unit"
SI,1,2018,"AAU - Assigned Amount Unit"
FI,2,2018,"AAU - Assigned Amount Unit"
DK,2,2018,"AAU - Assigned Amount Unit"
HU,2,2018,"AAU - Assigned Amount Unit"
AT,2,2018,"AAU - Assigned Amount Unit"
LT,2,2018,"AAU - Assigned Amount Unit"
BG,1,2018,"AAU - Assigned Amount Unit"
EE,2,2018,"AAU - Assigned Amount Unit"
IE,1,2018,"AAU - Assigned Amount Unit"
DE,2,2018,"AAU - Assigned Amount Unit"
IT,1,2018,"AAU - Assigned Amount Unit"
LV,1,2018,"AAU - Assigned Amount Unit"
NO,1,2018,"AAU - Assigned Amount Unit"
RO,44080493,2014,"AAU - Assigned Amount Unit"
SK,191242689,2014,"AAU - Assigned Amount Unit"
US,10072873,2015,"AAU - Assigned Amount Unit"
GB,458458,2017,"AAU - Assigned Amount Unit"
SK,229229,2017,"AAU - Assigned Amount Unit"
MT,25000,2011,"AAU - Assigned Amount Unit"
ME,114746,2012,"AAU - Assigned Amount Unit"
CN,3005,2008,"AAU - Assigned Amount Unit"
TH,24300,2010,"AAU - Assigned Amount Unit"
MT,80300,2009,"AAU - Assigned Amount Unit"
MX,3800,2009,"AAU - Assigned Amount Unit"
KN,108876,2011,"AAU - Assigned Amount Unit"
PH,57534,2009,"AAU - Assigned Amount Unit"
BM,16042172,2008,"AAU - Assigned Amount Unit"
TC,68170,2008,"AAU - Assigned Amount Unit"
KN,65710,2008,"AAU - Assigned Amount Unit"
US,17712,2014,"tCER - Temporary CER"
AU,8000,2014,"ERU - Emission Reduction Unit"
BR,14,2013,"ERU - Emission Reduction Unit"
EG,315,2013,"ERU - Emission Reduction Unit"
GL,6868,2013,"ERU - Emission Reduction Unit"
BB,26083,2011,"ERU - Emission Reduction Unit"
CA,9289,2011,"ERU - Emission Reduction Unit"
AU,13489,2011,"ERU - Emission Reduction Unit"
LB,1408,2009,"ERU - Emission Reduction Unit"
PH,270,2011,"ERU - Emission Reduction Unit"
TR,44853,2018,"ERU - Emission Reduction Unit"
SC,50931,2011,"ERU - Emission Reduction Unit"
CA,22000,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,284,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
UY,28,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
ET,3463,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,294,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
RS,81,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,1556,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
TR,13560,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
IS,8071,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
SG,477792,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
CA,120167,2019,"CER - Certified Emission Reduction Unit converted from an AAU"
KY,205498,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
AE,13423,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
LB,7000,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
CN,30262,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,7854,2009,"CER - Certified Emission Reduction Unit converted from an AAU"
IL,28767,2013,"CER - Certified Emission Reduction Unit converted from an AAU"
PH,1920070,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
CL,596618,2016,"CER - Certified Emission Reduction Unit converted from an AAU"
UG,1399403,2015,"CER - Certified Emission Reduction Unit converted from an AAU"
MY,106758,2018,"CER - Certified Emission Reduction Unit converted from an AAU"
GB,33750,2013,"ERU - Converted from an RMU"
DE,33750,2013,"ERU - Converted from an RMU"
PL,78750,2013,"ERU - Converted from an RMU"
FR,11250,2013,"ERU - Converted from an RMU"
ES,11250,2013,"ERU - Converted from an RMU"
NL,11250,2013,"ERU - Converted from an RMU"
BB,489547,2010,"CER - Certified Emission Reduction Unit converted from an AAU"
PK,14200,2011,"CER - Certified Emission Reduction Unit converted from an AAU"
KR,188667,2014,"CER - Certified Emission Reduction Unit converted from an AAU"
IT,1033367,2015,"ERU - Converted from an RMU"
NO,18839964,2012,"RMU - Removal Unit"
JP,2000000,2011,"RMU - Removal Unit"
MX,99,2012,"Non-Kyoto Unit"
NG,420,2015,"Non-Kyoto Unit"
UY,312,2016,"Non-Kyoto Unit"
GT,6,2017,"Non-Kyoto Unit"
ID,3451,2015,"Non-Kyoto Unit"
ID,8481,2016,"Non-Kyoto Unit"
IN,201,2018,"Non-Kyoto Unit"
KE,316,2015,"Non-Kyoto Unit"
UA,160944,2012,"Non-Kyoto Unit"
IM,32325,2012,"Non-Kyoto Unit"
MA,589983,2012,"Non-Kyoto Unit"
GG,14218,2013,"Non-Kyoto Unit"
IN,194,2013,"Non-Kyoto Unit"
ZA,813188,2013,"Non-Kyoto Unit"
AE,1085,2013,"Non-Kyoto Unit"
KW,210,2014,"Non-Kyoto Unit"
AL,50,2019,"Non-Kyoto Unit"
DZ,227,2015,"Non-Kyoto Unit"
MU,102,2017,"Non-Kyoto Unit"
SC,2264,2015,"Non-Kyoto Unit"
JP,6532,2017,"Non-Kyoto Unit"
LK,2245,2018,"Non-Kyoto Unit"
MG,1687,2019,"Non-Kyoto Unit"
VN,14566,2015,"Non-Kyoto Unit"
BY,33,2018,"Non-Kyoto Unit"
RS,10366,2018,"Non-Kyoto Unit"
RS,1205,2019,"Non-Kyoto Unit"
CL,47601,2014,"Non-Kyoto Unit"
CL,21319,2018,"Non-Kyoto Unit"
CL,25548,2017,"Non-Kyoto Unit"
FO,1824,2015,"Non-Kyoto Unit"
FO,608,2016,"Non-Kyoto Unit"
IL,4897,2014,"Non-Kyoto Unit"
LI,8549,2015,"Non-Kyoto Unit"
BN,18,2018,"Non-Kyoto Unit"
KE,152,2017,"Non-Kyoto Unit"
MY,1085,2016,"Non-Kyoto Unit"
MY,1085,2018,"Non-Kyoto Unit"
IR,3586,2019,"Non-Kyoto Unit"
ET,15802,2019,"Non-Kyoto Unit"
ET,17715,2017,"Non-Kyoto Unit"
BR,709,2017,"Non-Kyoto Unit"
CV,415,2018,"Non-Kyoto Unit"
CN,165202,2017,"Non-Kyoto Unit"
RE,2206,2019,"Non-Kyoto Unit"
EG,1596,2016,"Non-Kyoto Unit"
MT,12733890,2009,"Non-Kyoto Unit"
LT,1909478,2012,"Non-Kyoto Unit"
NG,522,2013,"Non-Kyoto Unit"
NG,142,2017,"Non-Kyoto Unit"
QA,7866,2017,"Non-Kyoto Unit"
IM,4747,2013,"Non-Kyoto Unit"
EG,1599,2017,"Non-Kyoto Unit"
IM,1671,2016,"Non-Kyoto Unit"
CL,21335,2016,"Non-Kyoto Unit"
KZ,299,2019,"Non-Kyoto Unit"
VG,598,2019,"Non-Kyoto Unit"
AW,924,2018,"Non-Kyoto Unit"
CL,21356,2019,"Non-Kyoto Unit"
LB,160855,2013,"Non-Kyoto Unit"
KZ,762,2013,"Non-Kyoto Unit"
CA,106377,2015,"Non-Kyoto Unit"
CA,32103401,2019,"Non-Kyoto Unit"
MT,653428,2016,"Non-Kyoto Unit"
PH,3258,2008,"Non-Kyoto Unit"
KN,95270,2007,"Non-Kyoto Unit"
KN,10244,2008,"Non-Kyoto Unit"
BB,165634,2008,"Non-Kyoto Unit"
IM,88679,2008,"Non-Kyoto Unit"
VG,380518,2005,"Non-Kyoto Unit"
ZA,105294,2007,"Non-Kyoto Unit"
VG,449902,2007,"Non-Kyoto Unit"
BE,220402916,2014,"AAU - Assigned Amount Unit"
PT,1128376,2016,"AAU - Assigned Amount Unit"
LU,569574,2016,"AAU - Assigned Amount Unit"
ES,1128376,2016,"AAU - Assigned Amount Unit"
SI,150,2016,"AAU - Assigned Amount Unit"
IT,564188,2016,"AAU - Assigned Amount Unit"
,2940,2019,"AAU - Assigned Amount Unit"
GB,2940,2019,"AAU - Assigned Amount Unit"
NL,2940,2019,"AAU - Assigned Amount Unit"
SE,1470,2019,"AAU - Assigned Amount Unit"
GR,1470,2019,"AAU - Assigned Amount Unit"
SI,1470,2019,"AAU - Assigned Amount Unit"
FI,1470,2019,"AAU - Assigned Amount Unit"
DK,1470,2019,"AAU - Assigned Amount Unit"
HU,1470,2019,"AAU - Assigned Amount Unit"
AT,1470,2019,"AAU - Assigned Amount Unit"
LT,2940,2019,"AAU - Assigned Amount Unit"
BG,1470,2019,"AAU - Assigned Amount Unit"
EE,2940,2019,"AAU - Assigned Amount Unit"
IE,1470,2019,"AAU - Assigned Amount Unit"
DE,1470,2019,"AAU - Assigned Amount Unit"
IT,1470,2019,"AAU - Assigned Amount Unit"
LV,1470,2019,"AAU - Assigned Amount Unit"
NO,1470,2019,"AAU - Assigned Amount Unit"
IS,18421683,2015,"AAU - Assigned Amount Unit"
CH,191181598,2014,"AAU - Assigned Amount Unit"
TH,95000,2008,"AAU - Assigned Amount Unit"
KN,68600,2009,"AAU - Assigned Amount Unit"
IM,111350,2008,"AAU - Assigned Amount Unit"
ZA,20064,2010,"AAU - Assigned Amount Unit"
BB,48892,2011,"AAU - Assigned Amount Unit"
,612840,2012,"tCER - Temporary CER"
LU,109351,2012,"tCER - Temporary CER"
PT,722191,2012,"tCER - Temporary CER"
GB,722191,2012,"tCER - Temporary CER"
FR,612840,2012,"tCER - Temporary CER"
DK,612840,2012,"tCER - Temporary CER"
SK,612840,2012,"tCER - Temporary CER"
FI,612840,2012,"tCER - Temporary CER"
PL,612840,2012,"tCER - Temporary CER"
SE,612840,2012,"tCER - Temporary CER"
NL,722191,2012,"tCER - Temporary CER"
LI,109351,2012,"tCER - Temporary CER"
LV,109351,2012,"tCER - Temporary CER"
